Unnamed: 0,Crop,N,P,K,pH,rainfall,temperature,Season,Crop_Family
31553,wheat,60,30,30,6.6,288.3,25.46,Rabi,Poaceae
71654,rice,80,40,40,5.4,87.2,23.106,Kharif,Poaceae
35211,maize,80,40,20,5.44,1011.49,30.43,Kharif,Poaceae
19356,maize,80,40,20,5.54,1151.02,28.03333333,Kharif,Poaceae
48433,rapeseed,50,40,20,5.12,152.54,22.28,Rabi,Brassicaceae
44307,barley,70,40,45,5.56,73.47,23.562,Rabi,Poaceae
42052,rice,80,40,40,5.34,331.88,35.34666667,Kharif,Poaceae
21243,rice,80,40,40,5.36,1011.49,30.43,Kharif,Poaceae
6399,rapeseed,50,40,20,5.08,41.3,21.704,Rabi,Brassicaceae
40872,potato,180,60,90,4.88,1026.64,29.18636364,Rabi,Solanaceae
47444,onion,120,60,65,6.02,75.32,22.676,Rabi,Amaryllidaceae
12723,barley,70,40,45,5.36,240.1,10.38,Rabi,Poaceae
690,rapeseed,50,40,20,5.06,87.2,23.106,Rabi,Brassicaceae
33209,garlic,50,10,60,5.32,1299.26,26.51818182,Rabi,Amaryllidaceae
26243,sunflower,50,60,30,5.58,1151.02,28.03333333,Zaid,Asteraceae
55767,soyabean,20,60,20,5.46,1110.78,25.66666667,Kharif,Fabaceae
28829,wheat,60,30,30,6.9,70.598,18.92,Rabi,Poaceae
13773,onion,120,60,65,6.0,1111.68,28.64818182,Rabi,Amaryllidaceae
89735,horsegram,20,60,20,5.98,167.38,23.56,Kharif,Fabaceae
36647,wheat,60,30,30,6.6,167.38,23.56,Rabi,Poaceae
41436,maize,80,40,20,5.5,98.98,34.92333333,Kharif,Poaceae
91896,sweetpotato,90,20,120,4.96,579.75,34.01,Rabi,Convolvulaceae
54403,horsegram,20,60,20,5.96,297.66,29.56666667,Kharif,Fabaceae
73913,maize,80,40,20,5.6,1011.49,30.43,Kharif,Poaceae
92271,maize,80,40,20,5.58,579.75,34.01,Kharif,Poaceae
75832,rice,80,40,40,5.54,510.05,33.37333333,Kharif,Poaceae
7842,maize,80,40,20,5.62,607.48,26.36666667,Kharif,Poaceae
56693,moong,20,40,20,5.52,127.68,20.8,Zaid,Fabaceae
78761,onion,120,60,65,5.98,2169.32,23.73636364,Rabi,Amaryllidaceae
87120,onion,120,60,65,6.06,1299.26,26.51818182,Rabi,Amaryllidaceae
82902,rice,80,40,40,5.38,1145.22,28.5,Kharif,Poaceae
63198,rice,80,40,40,5.58,152.54,22.28,Kharif,Poaceae
33674,moong,20,40,20,5.38,664.94,22.03333333,Zaid,Fabaceae
64495,rapeseed,50,40,20,5.1,94.02,22.38,Rabi,Brassicaceae
95035,rice,80,40,40,5.4,157.31,25.83333333,Kharif,Poaceae
33806,wheat,60,30,30,6.3,293.36,14.7,Rabi,Poaceae
28438,maize,80,40,20,5.62,70.11,25.6,Kharif,Poaceae
58405,rice,80,40,40,5.36,122.42,18.58,Kharif,Poaceae
23690,rice,80,40,40,5.5,34.81,34.66666667,Kharif,Poaceae
84911,barley,70,40,45,5.56,75.32,22.676,Rabi,Poaceae
63377,maize,80,40,20,5.38,288.3,25.46,Kharif,Poaceae
98664,onion,120,60,65,6.02,75.32,22.676,Rabi,Amaryllidaceae
50792,wheat,60,30,30,6.11,122.42,18.58,Rabi,Poaceae
55940,rice,80,40,40,5.62,1166.94,28.33333333,Kharif,Poaceae
49161,sweetpotato,90,20,120,5.02,2169.32,23.73636364,Rabi,Convolvulaceae
69703,rapeseed,50,40,20,5.06,75.32,22.676,Rabi,Brassicaceae
50036,rapeseed,50,40,20,4.96,94.02,22.38,Rabi,Brassicaceae
87306,moong,20,40,20,5.64,790.98,30.61666667,Zaid,Fabaceae
52343,jowar,80,40,40,5.46,1011.49,30.43,Kharif,Poaceae
52561,wheat,60,30,30,6.11,70.11,25.6,Rabi,Poaceae
13943,rapeseed,50,40,20,5.06,73.47,23.562,Rabi,Brassicaceae
30854,maize,80,40,20,5.48,75.32,22.676,Kharif,Poaceae
23646,potato,180,60,90,5.06,689.88,29.03727273,Rabi,Solanaceae
96776,jowar,80,40,40,5.44,607.48,26.36666667,Kharif,Poaceae
12772,horsegram,20,60,20,6.1,664.94,22.03333333,Kharif,Fabaceae
12717,barley,70,40,45,5.38,240.1,10.38,Rabi,Poaceae
44931,bittergourd,60,10,20,6.44,1350.025,26.01818182,Zaid,Cucurbitaceae
32347,maize,80,40,20,5.48,840.46,33.58333333,Kharif,Poaceae
58539,jowar,80,40,40,5.38,1246.715,22.6,Kharif,Poaceae
92289,moong,20,40,20,5.6,579.75,34.01,Zaid,Fabaceae
2129,barley,70,40,45,5.42,73.47,23.562,Rabi,Poaceae
19805,soyabean,20,60,20,5.34,664.94,22.03333333,Kharif,Fabaceae
44443,maize,80,40,20,5.48,1011.49,30.43,Kharif,Poaceae
17093,maize,80,40,20,5.4,579.75,34.01,Kharif,Poaceae
98090,wheat,60,30,30,6.11,140.52,12.5,Rabi,Poaceae
67825,moong,20,40,20,5.4,1145.22,28.5,Zaid,Fabaceae
7340,sweetpotato,90,20,120,4.88,2817.86,27.90909091,Rabi,Convolvulaceae
62373,wheat,60,30,30,6.6,75.32,22.676,Rabi,Poaceae
74633,sunflower,50,60,30,5.54,607.48,26.36666667,Zaid,Asteraceae
98114,rice,80,40,40,5.6,297.66,29.56666667,Kharif,Poaceae
91893,moong,20,40,20,5.38,579.75,34.01,Zaid,Fabaceae
51206,maize,80,40,20,5.5,1246.715,22.6,Kharif,Poaceae
26915,horsegram,20,60,20,5.88,516.68,27.86666667,Kharif,Fabaceae
40901,moong,20,40,20,5.5,98.98,34.92333333,Zaid,Fabaceae
63268,ragi,50,40,20,5.62,288.3,25.46,Kharif,Poaceae
64899,jowar,80,40,40,5.44,790.98,30.61666667,Kharif,Poaceae
86870,maize,80,40,20,5.42,840.46,33.58333333,Kharif,Poaceae
50864,wheat,60,30,30,6.5,122.42,18.58,Rabi,Poaceae
83317,wheat,60,30,30,6.1,19.38,22.766,Rabi,Poaceae
70249,soyabean,20,60,20,5.56,1110.78,25.66666667,Kharif,Fabaceae
26683,barley,70,40,45,5.52,41.3,21.704,Rabi,Poaceae
97790,sweetpotato,90,20,120,4.9,556.2,28.54545455,Rabi,Convolvulaceae
8580,potato,180,60,90,5.16,167.38,23.56,Rabi,Solanaceae
14463,soyabean,20,60,20,5.5,607.48,26.36666667,Kharif,Fabaceae
8296,horsegram,20,60,20,5.88,167.38,23.56,Kharif,Fabaceae
24965,jowar,80,40,40,5.46,654.34,29.26666667,Kharif,Poaceae
1747,horsegram,20,60,20,6.08,199.2125,21.3,Kharif,Fabaceae
3904,rapeseed,50,40,20,5.08,75.32,22.676,Rabi,Brassicaceae
81799,rapeseed,50,40,20,4.94,73.47,23.562,Rabi,Brassicaceae
82497,rice,80,40,40,5.44,207.55,26.43333333,Kharif,Poaceae
226,sunflower,50,60,30,5.46,1712.66,11.2,Zaid,Asteraceae
6153,rice,80,40,40,5.44,790.98,30.61666667,Kharif,Poaceae
19972,rice,80,40,40,5.68,1246.715,22.6,Kharif,Poaceae
84145,rice,80,40,40,5.32,1220.22,27.26666667,Kharif,Poaceae
91462,rice,80,40,40,5.68,34.81,34.66666667,Kharif,Poaceae
866,onion,120,60,65,5.88,1026.64,29.18636364,Rabi,Amaryllidaceae
14238,garlic,50,10,60,5.42,1111.68,28.64818182,Rabi,Amaryllidaceae
15469,rice,80,40,40,5.48,113.7,30.26666667,Kharif,Poaceae
33350,onion,120,60,65,5.96,810.26,29.95636364,Rabi,Amaryllidaceae
70106,sunflower,50,60,30,5.62,34.81,34.66666667,Zaid,Asteraceae
22088,sweetpotato,90,20,120,5.1,1426.3,26.73636364,Rabi,Convolvulaceae
93075,maize,80,40,20,5.5,1712.66,11.2,Kharif,Poaceae
98550,sweetpotato,90,20,120,5.12,579.75,34.01,Rabi,Convolvulaceae
24499,horsegram,20,60,20,6.12,152.54,22.28,Kharif,Fabaceae
55307,onion,120,60,65,5.84,689.88,29.03727273,Rabi,Amaryllidaceae
60793,moong,20,40,20,5.38,113.7,30.26666667,Zaid,Fabaceae
87,rice,80,40,40,5.4,288.3,25.46,Kharif,Poaceae
94484,rapeseed,50,40,20,5.02,15.34,27.276,Rabi,Brassicaceae
70050,maize,80,40,20,5.34,579.75,34.01,Kharif,Poaceae
31737,ragi,50,40,20,5.38,288.3,25.46,Kharif,Poaceae
1318,potato,180,60,90,5.18,810.26,29.95636364,Rabi,Solanaceae
59525,wheat,60,30,30,6.9,73.47,23.562,Rabi,Poaceae
62357,maize,80,40,20,5.34,579.75,34.01,Kharif,Poaceae
95125,wheat,60,30,30,6.6,199.2125,21.3,Rabi,Poaceae
88980,jowar,80,40,40,5.42,73.47,23.562,Kharif,Poaceae
51643,rice,80,40,40,5.52,1997.12,27.0,Kharif,Poaceae
62929,soyabean,20,60,20,5.36,1110.78,25.66666667,Kharif,Fabaceae
7144,sunflower,50,60,30,5.32,1246.715,22.6,Zaid,Asteraceae
55649,ragi,50,40,20,5.44,1110.78,25.66666667,Kharif,Poaceae
4193,potato,180,60,90,4.98,689.88,29.03727273,Rabi,Solanaceae
74673,sunflower,50,60,30,5.62,37.09,27.96666667,Zaid,Asteraceae
59714,moong,20,40,20,5.36,1011.49,30.43,Zaid,Fabaceae
39158,barley,70,40,45,5.36,75.32,22.676,Rabi,Poaceae
3716,jowar,80,40,40,5.46,579.75,34.01,Kharif,Poaceae
78319,ragi,50,40,20,5.64,654.34,29.26666667,Kharif,Poaceae
68381,garlic,50,10,60,5.4,556.2,28.54545455,Rabi,Amaryllidaceae
28759,maize,80,40,20,5.4,207.55,26.43333333,Kharif,Poaceae
7633,rice,80,40,40,5.62,1011.49,30.43,Kharif,Poaceae
6062,ragi,50,40,20,5.46,840.46,33.58333333,Kharif,Poaceae
96448,jowar,80,40,40,5.46,1011.49,30.43,Kharif,Poaceae
54724,coriander,10,20,20,6.54,942.8,28.99454545,Rabi,Apiaceae
65437,rice,80,40,40,5.54,976.06,25.66666667,Kharif,Poaceae
40864,maize,80,40,20,5.32,87.2,23.106,Kharif,Poaceae
41254,barley,70,40,45,5.64,87.2,23.106,Rabi,Poaceae
99428,garlic,50,10,60,5.42,1411.78,19.94545455,Rabi,Amaryllidaceae
20225,sunflower,50,60,30,5.58,199.2125,21.3,Zaid,Asteraceae
12691,rice,80,40,40,5.36,664.94,22.03333333,Kharif,Poaceae
59914,maize,80,40,20,5.36,1011.49,30.43,Kharif,Poaceae
14411,maize,80,40,20,5.36,607.48,26.36666667,Kharif,Poaceae
21599,wheat,60,30,30,6.5,70.11,25.6,Rabi,Poaceae
20016,sunflower,50,60,30,5.4,157.31,25.83333333,Zaid,Asteraceae
53336,wheat,60,30,30,6.8,113.7,30.26666667,Rabi,Poaceae
60541,rice,80,40,40,5.42,1145.22,28.5,Kharif,Poaceae
76692,barley,70,40,45,5.5,75.32,22.676,Rabi,Poaceae
93760,maize,80,40,20,5.36,840.46,33.58333333,Kharif,Poaceae
32157,rice,80,40,40,5.44,497.88,25.03333333,Kharif,Poaceae
72041,maize,80,40,20,5.34,1151.02,28.03333333,Kharif,Poaceae
43062,moong,20,40,20,5.32,199.2125,21.3,Zaid,Fabaceae
75112,rapeseed,50,40,20,4.88,70.598,18.92,Rabi,Brassicaceae
22724,moong,20,40,20,5.42,510.05,33.37333333,Zaid,Fabaceae
16861,ragi,50,40,20,5.42,75.32,22.676,Kharif,Poaceae
71288,barley,70,40,45,5.36,87.2,23.106,Rabi,Poaceae
88820,rice,80,40,40,5.56,1111.68,28.64818182,Kharif,Poaceae
27853,coriander,10,20,20,6.6,1111.68,28.64818182,Rabi,Apiaceae
60072,moong,20,40,20,5.36,607.48,26.36666667,Zaid,Fabaceae
48184,wheat,60,30,30,6.7,75.32,22.676,Rabi,Poaceae
43132,tomato,100,40,90,5.96,1603.2375,22.89090909,Zaid,Solanaceae
56083,sunflower,50,60,30,5.4,1037.32,28.08181818,Zaid,Asteraceae
25771,rice,80,40,40,5.5,840.46,33.58333333,Kharif,Poaceae
16895,sunflower,50,60,30,5.44,579.75,34.01,Zaid,Asteraceae
91841,soyabean,20,60,20,5.64,579.75,34.01,Kharif,Fabaceae
56900,rice,80,40,40,5.64,87.2,23.106,Kharif,Poaceae
82907,horsegram,20,60,20,6.0,167.38,23.56,Kharif,Fabaceae
42224,rice,80,40,40,5.54,331.88,35.34666667,Kharif,Poaceae
21201,coriander,10,20,20,6.36,1111.68,28.64818182,Rabi,Apiaceae
578,sweetpotato,90,20,120,5.1,2169.32,23.73636364,Rabi,Convolvulaceae
58331,rice,80,40,40,5.64,516.68,27.86666667,Kharif,Poaceae
64622,potato,180,60,90,5.06,94.02,22.38,Rabi,Solanaceae
18811,maize,80,40,20,5.48,840.46,33.58333333,Kharif,Poaceae
92864,maize,80,40,20,5.36,654.34,29.26666667,Kharif,Poaceae
9451,sweetpotato,90,20,120,5.1,884.5,27.65454545,Rabi,Convolvulaceae
99396,sweetpotato,90,20,120,5.18,579.75,34.01,Rabi,Convolvulaceae
67508,sunflower,50,60,30,5.6,207.55,26.43333333,Zaid,Asteraceae
12931,coriander,10,20,20,6.6,1603.2375,22.89090909,Rabi,Apiaceae
80914,onion,120,60,65,6.1,1246.715,22.6,Rabi,Amaryllidaceae
76891,barley,70,40,45,5.64,75.32,22.676,Rabi,Poaceae
66759,sweetpotato,90,20,120,4.88,1111.68,28.64818182,Rabi,Convolvulaceae
80133,moong,20,40,20,5.44,331.88,35.34666667,Zaid,Fabaceae
1402,rice,80,40,40,5.54,810.26,29.95636364,Kharif,Poaceae
64871,potato,180,60,90,5.08,810.26,29.95636364,Rabi,Solanaceae
34109,garlic,50,10,60,5.48,1603.2375,22.89090909,Rabi,Amaryllidaceae
46409,onion,120,60,65,6.16,884.5,27.65454545,Rabi,Amaryllidaceae
95535,sunflower,50,60,30,5.66,1246.715,22.6,Zaid,Asteraceae
63799,sweetpotato,90,20,120,4.96,2169.32,23.73636364,Rabi,Convolvulaceae
74058,rapeseed,50,40,20,5.16,73.47,23.562,Rabi,Brassicaceae
29238,onion,120,60,65,6.04,1426.3,26.73636364,Rabi,Amaryllidaceae
93696,rice,80,40,40,5.58,840.46,33.58333333,Kharif,Poaceae
7335,rice,80,40,40,5.44,330.0,29.33333333,Kharif,Poaceae
28665,sweetpotato,90,20,120,5.18,1050.245,18.77818182,Rabi,Convolvulaceae
39124,maize,80,40,20,5.5,579.75,34.01,Kharif,Poaceae
89604,ragi,50,40,20,5.66,207.55,26.43333333,Kharif,Poaceae
33561,potato,180,60,90,5.08,421.14,28.50727273,Rabi,Solanaceae
62602,maize,80,40,20,5.66,579.75,34.01,Kharif,Poaceae
11680,maize,80,40,20,5.36,87.2,23.106,Kharif,Poaceae
65636,jowar,80,40,40,5.56,1246.715,22.6,Kharif,Poaceae
48125,wheat,60,30,30,6.8,75.32,22.676,Rabi,Poaceae
40060,jowar,80,40,40,5.48,288.3,25.46,Kharif,Poaceae
4878,moong,20,40,20,5.56,654.34,29.26666667,Zaid,Fabaceae
1045,maize,80,40,20,5.38,87.2,23.106,Kharif,Poaceae
33616,rapeseed,50,40,20,4.94,41.3,21.704,Rabi,Brassicaceae
58320,potato,180,60,90,4.98,516.68,27.86666667,Rabi,Solanaceae
17775,onion,120,60,65,5.9,288.3,25.46,Rabi,Amaryllidaceae
89207,moong,20,40,20,5.46,607.48,26.36666667,Zaid,Fabaceae
36920,coriander,10,20,20,6.62,1426.3,26.73636364,Rabi,Apiaceae
52363,soyabean,20,60,20,5.44,70.11,25.6,Kharif,Fabaceae
81035,moong,20,40,20,5.6,1246.715,22.6,Zaid,Fabaceae
18353,maize,80,40,20,5.56,1543.76,27.33333333,Kharif,Poaceae
75142,soyabean,20,60,20,5.6,207.55,26.43333333,Kharif,Fabaceae
856,barley,70,40,45,5.58,87.2,23.106,Rabi,Poaceae
85004,sweetpotato,90,20,120,5.06,579.75,34.01,Rabi,Convolvulaceae
32253,sweetpotato,90,20,120,4.86,2169.32,23.73636364,Rabi,Convolvulaceae
57643,soyabean,20,60,20,5.6,1151.02,28.03333333,Kharif,Fabaceae
20670,rice,80,40,40,5.4,490.74,27.6,Kharif,Poaceae
7333,rice,80,40,40,5.36,1997.12,27.0,Kharif,Poaceae
5799,wheat,60,30,30,6.12,87.2,23.106,Rabi,Poaceae
38453,moong,20,40,20,5.36,770.44,28.68,Zaid,Fabaceae
13953,maize,80,40,20,5.44,1011.49,30.43,Kharif,Poaceae
74515,potato,180,60,90,4.9,1111.68,28.64818182,Rabi,Solanaceae
30147,rice,80,40,40,5.46,770.44,28.68,Kharif,Poaceae
54866,rapeseed,50,40,20,5.14,75.32,22.676,Rabi,Brassicaceae
94963,rapeseed,50,40,20,5.06,122.42,18.58,Rabi,Brassicaceae
87370,wheat,60,30,30,6.6,41.3,21.704,Rabi,Poaceae
7126,rice,80,40,40,5.56,199.2125,21.3,Kharif,Poaceae
57665,rapeseed,50,40,20,5.1,94.02,22.38,Rabi,Brassicaceae
40454,moong,20,40,20,5.48,127.68,20.8,Zaid,Fabaceae
4272,rice,80,40,40,5.44,579.75,34.01,Kharif,Poaceae
99158,moong,20,40,20,5.68,34.81,34.66666667,Zaid,Fabaceae
83377,moong,20,40,20,5.6,510.05,33.37333333,Zaid,Fabaceae
821,maize,80,40,20,5.34,98.98,34.92333333,Kharif,Poaceae
96311,wheat,60,30,30,6.11,73.47,23.562,Rabi,Poaceae
77114,onion,120,60,65,6.02,34.81,34.66666667,Rabi,Amaryllidaceae
69777,potato,180,60,90,5.12,75.32,22.676,Rabi,Solanaceae
12885,ragi,50,40,20,5.36,1246.715,22.6,Kharif,Poaceae
65237,potato,180,60,90,5.0,1098.26,15.5,Rabi,Solanaceae
78939,sweetpotato,90,20,120,5.18,2169.32,23.73636364,Rabi,Convolvulaceae
77759,horsegram,20,60,20,5.98,1110.78,25.66666667,Kharif,Fabaceae
77587,rapeseed,50,40,20,4.96,75.32,22.676,Rabi,Brassicaceae
98988,maize,80,40,20,5.68,579.75,34.01,Kharif,Poaceae
35471,rapeseed,50,40,20,4.96,73.47,23.562,Rabi,Brassicaceae
15217,rice,80,40,40,5.64,167.38,23.56,Kharif,Poaceae
71100,moong,20,40,20,5.42,127.68,20.8,Zaid,Fabaceae
22128,horsegram,20,60,20,6.16,1145.22,28.5,Kharif,Fabaceae
